Year,State,State Birth Rate,State Lower CI,State Upper CI
2005,Arizona,62.62,58.61333333333334,66.89333333333333
2005,Arkansas,60.77466666666667,53.830666666666666,68.40133333333334
2005,California,36.963793103448275,34.11379310344827,40.26206896551724
2005,Colorado,41.4875,33.25625,52.9171875
2005,Connecticut,20.1,18.95,21.325
2005,Delaware,44.300000000000004,42.13333333333333,46.46666666666667
2005,District of Columbia,44.1,42.6,45.5
2005,Florida,52.87313432835821,48.3955223880597,57.71940298507462
2005,Georgia,60.28427672955975,53.20754716981132,68.16226415094339
2005,Hawaii,40.175,37.825,42.650000000000006
2005,Idaho,39.14090909090909,32.08409090909091,47.79545454545455
2005,Illinois,37.38235294117647,32.35490196078431,43.095098039215685
2005,Indiana,40.16304347826087,35.69130434782608,45.09239130434783
2005,Iowa,29.872727272727275,24.711111111111112,35.892929292929296
2005,Kansas,38.31142857142857,30.33047619047619,48.354285714285716
2005,Kentucky,53.87833333333333,46.848333333333336,61.73083333333333
2005,Louisiana,57.5796875,52.04375,63.5859375
2005,Maine,27.1,24.1375,30.3375
2005,Maryland,32.525,29.9375,35.30416666666667
2005,Massachusetts,19.521428571428572,17.95714285714286,21.342857142857145
2005,Michigan,32.92650602409638,28.910843373493975,37.51325301204819
2005,Minnesota,27.485057471264366,23.01609195402299,32.735632183908045
2005,Mississippi,65.81951219512194,58.9219512195122,73.35
2005,Missouri,46.995652173913044,40.64782608695652,54.202608695652174
2005,Montana,31.767857142857142,24.15892857142857,42.69464285714286
2005,Nebraska,27.707526881720433,19.79032258064516,39.77204301075269
2005,Nevada,42.13529411764706,34.43529411764706,52.53529411764706
2005,New Hampshire,20.66,18.509999999999998,22.98
2005,New Jersey,25.228571428571428,23.876190476190477,26.62857142857143
2005,New Mexico,59.803030303030305,52.5,68.64848484848486
2005,New York,23.983870967741936,21.901612903225807,26.26774193548387
2005,North Carolina,50.65,45.856,55.894
2005,North Dakota,26.422641509433966,18.854716981132075,37.43396226415094
2005,Ohio,38.246590909090905,34.84659090909091,41.907954545454544
2005,Oklahoma,57.84935064935065,50.51168831168831,66.1038961038961
2005,Oregon,35.358333333333334,30.505555555555556,41.33611111111111
2005,Pennsylvania,27.0910447761194,24.48955223880597,29.986567164179103
2005,Rhode Island,18.12,16.740000000000002,19.639999999999997
2005,South Carolina,55.858695652173914,51.21521739130435,60.834782608695654
2005,South Dakota,34.64242424242424,26.584848484848482,45.381818181818176
2005,Tennessee,54.13894736842105,48.10947368421052,60.78526315789474
2005,Texas,64.1755905511811,54.979527559055114,75.70236220472441
2005,Utah,33.46896551724138,27.93103448275862,40.686206896551724
2005,Vermont,21.900000000000002,18.464285714285715,25.87857142857143
2005,Virginia,38.484210526315785,33.27669172932331,44.420300751879694
2005,Washington,37.67692307692308,33.54615384615384,42.46410256410256
2005,West Virginia,43.78181818181818,37.81636363636364,50.483636363636364
2005,Wisconsin,26.922222222222224,23.343055555555555,30.979166666666668
2005,Wyoming,40.30869565217392,33.67826086956522,48.11304347826086
2006,Alabama,55.12835820895522,50.22835820895523,60.386567164179105
2006,Alaska,47.548,38.748000000000005,58.912
2006,Arizona,64.66,60.78666666666666,68.76666666666667
2006,Arkansas,63.775999999999996,57.174666666666674,70.972
2006,California,38.20517241379311,35.42413793103448,41.351724137931036
2006,Colorado,42.6125,34.865625,53.025
2006,Connecticut,20.3875,19.25,21.5375
2006,Delaware,45.03333333333333,42.93333333333334,47.199999999999996
2006,District of Columbia,47.7,46.2,49.2
2006,Florida,54.27164179104477,50.04328358208955,58.80597014925373
2006,Georgia,62.283018867924525,55.62893081761006,69.60691823899371
2006,Hawaii,42.275,39.95,44.7
2006,Idaho,40.65681818181818,34.01363636363636,48.63181818181818
2006,Illinois,39.15686274509804,34.37156862745098,44.510784313725495
2006,Indiana,42.077173913043474,37.82065217391305,46.71739130434783
2006,Iowa,31.373737373737374,26.462626262626266,37.00303030303031
2006,Kansas,40.36380952380952,32.69047619047619,49.80761904761905
2006,Kentucky,57.016666666666666,50.329166666666666,64.38833333333334
2006,Louisiana,60.178125,54.871875,65.8875
2006,Maine,28.4125,25.587500000000002,31.46875
2006,Maryland,33.483333333333334,31.041666666666668,36.1
2006,Massachusetts,20.185714285714287,18.664285714285715,21.935714285714287
2006,Michigan,34.25301204819277,30.424096385542168,38.5710843373494
2006,Minnesota,28.757471264367815,24.49770114942529,33.685057471264365
2006,Mississippi,69.22682926829269,62.632926829268285,76.35243902439024
2006,Missouri,49.028695652173916,43.02173913043478,55.76347826086957
2006,Montana,33.528571428571425,26.180357142857144,43.75
2006,Nebraska,29.025806451612905,21.384946236559138,40.22258064516129
2006,Nevada,44.16470588235294,36.752941176470586,53.88823529411765
2006,New Hampshire,21.43,19.419999999999998,23.619999999999997
2006,New Jersey,25.833333333333332,24.51904761904762,27.22380952380952
2006,New Mexico,62.43030303030304,55.4969696969697,70.63030303030304
2006,New York,25.11935483870968,23.112903225806452,27.311290322580643
2006,North Carolina,52.312,47.77,57.228
2006,North Dakota,28.222641509433963,20.798113207547168,38.66981132075472
2006,Ohio,39.94659090909091,36.69431818181818,43.425000000000004
2006,Oklahoma,61.21168831168831,54.188311688311686,69.01688311688312
2006,Oregon,37.03333333333333,32.375,42.638888888888886
2006,Pennsylvania,28.52089552238806,25.9955223880597,31.28208955223881
2006,Rhode Island,18.740000000000002,17.4,20.16
2006,South Carolina,57.939130434782605,53.51521739130435,62.643478260869564
2006,South Dakota,36.801515151515154,28.98181818181818,46.93333333333333
2006,Tennessee,56.23157894736842,50.55157894736842,62.427368421052634
2006,Texas,66.7003937007874,58.00433070866142,77.33503937007873
2006,Utah,35.15862068965517,29.820689655172412,41.91379310344828
2006,Vermont,23.2,19.900000000000002,26.935714285714287
2006,Virginia,39.76541353383459,34.863157894736844,45.27142857142857
2006,Washington,39.207692307692305,35.266666666666666,43.699999999999996
2006,West Virginia,46.96727272727272,41.23090909090909,53.345454545454544
2006,Wisconsin,28.09861111111111,24.688888888888886,31.918055555555554
2006,Wyoming,42.17826086956522,35.86521739130435,49.45217391304348
2007,Alabama,56.11492537313433,51.298507462686565,61.26417910447761
2007,Alaska,49.163999999999994,40.672,59.852
2007,Arizona,65.13333333333334,61.29333333333333,69.18666666666667
2007,Arkansas,65.532,59.038666666666664,72.55333333333333
2007,California,38.567241379310346,35.8448275862069,41.643103448275866
2007,Colorado,42.8125,35.4484375,52.4421875
2007,Connecticut,20.175,19.075,21.3375
2007,Delaware,44.56666666666666,42.5,46.699999999999996
2007,District of Columbia,50.2,48.7,51.8
2007,Florida,54.37761194029851,50.25373134328358,58.78507462686567
2007,Georgia,62.94465408805032,56.50817610062892,69.97861635220126
2007,Hawaii,43.325,40.975,45.825
2007,Idaho,41.34318181818182,35.002272727272725,48.84090909090909
2007,Illinois,40.11862745098039,35.476470588235294,45.287254901960786
2007,Indiana,43.18369565217392,39.00760869565217,47.70652173913044
2007,Iowa,32.21515151515152,27.465656565656566,37.60606060606061
2007,Kansas,41.62285714285714,34.19619047619047,50.60285714285715
2007,Kentucky,59.04666666666667,52.51166666666666,66.20833333333333
2007,Louisiana,61.653125,56.3890625,67.3
2007,Maine,29.10625,26.30625,32.14375
2007,Maryland,33.675000000000004,31.2625,36.229166666666664
2007,Massachusetts,20.400000000000002,18.892857142857142,22.107142857142858
2007,Michigan,34.93493975903614,31.190361445783136,39.119277108433735
2007,Minnesota,29.410344827586204,25.272413793103446,34.14252873563218
2007,Mississippi,71.05121951219512,64.54024390243903,78.05975609756098
2007,Missouri,50.06434782608695,44.22869565217391,56.541739130434784
2007,Montana,34.66428571428572,27.526785714285715,44.32857142857143
2007,Nebraska,29.807526881720428,22.4494623655914,40.255913978494625
2007,Nevada,45.247058823529414,38.05294117647059,54.45294117647059
2007,New Hampshire,21.71,19.72,23.869999999999997
2007,New Jersey,25.923809523809524,24.609523809523807,27.304761904761904
2007,New Mexico,63.77272727272727,57.04848484848485,71.5939393939394
2007,New York,25.811290322580643,23.809677419354838,27.98709677419355
2007,North Carolina,52.809,48.381,57.577
2007,North Dakota,29.522641509433964,22.267924528301887,39.44716981132075
2007,Ohio,40.86022727272727,37.643181818181816,44.29886363636364
2007,Oklahoma,63.368831168831164,56.47662337662337,70.96753246753246
2007,Oregon,37.922222222222224,33.37222222222223,43.32222222222222
2007,Pennsylvania,29.39402985074627,26.891044776119404,32.12835820895522
2007,Rhode Island,18.939999999999998,17.6,20.34
2007,South Carolina,58.71521739130435,54.35,63.34347826086957
2007,South Dakota,38.27424242424242,30.65757575757576,47.91212121212121
2007,Tennessee,57.19052631578948,51.66947368421053,63.18631578947368
2007,Texas,67.91023622047244,59.545669291338584,77.95905511811023
2007,Utah,36.06896551724138,30.882758620689657,42.46896551724138
2007,Vermont,24.0,20.77857142857143,27.607142857142858
2007,Virginia,40.23759398496241,35.51428571428571,45.51278195488722
2007,Washington,39.89230769230769,36.06153846153846,44.223076923076924
2007,West Virginia,49.36363636363637,43.69818181818182,55.60909090909091
2007,Wisconsin,28.686111111111114,25.359722222222224,32.391666666666666
2007,Wyoming,43.09130434782609,37.00869565217391,50.05217391304348
2008,Alabama,55.125373134328356,50.404477611940294,60.1865671641791
2008,Alaska,49.028,40.88,59.088
2008,Arizona,63.07333333333334,59.333333333333336,67.03333333333333
2008,Arkansas,64.97466666666668,58.586666666666666,71.87466666666667
2008,California,37.515517241379314,34.8551724137931,40.5
2008,Colorado,41.421875,34.4875,50.334375
2008,Connecticut,19.2625,18.1875,20.4125
2008,Delaware,42.36666666666667,40.36666666666667,44.43333333333334
2008,District of Columbia,50.6,49.1,52.2
2008,Florida,52.471641791044775,48.461194029850745,56.75671641791045
2008,Georgia,61.30943396226416,55.071698113207546,68.11069182389937
2008,Hawaii,42.675,40.3,45.15
2008,Idaho,40.52272727272727,34.47954545454545,47.584090909090904
2008,Illinois,39.62549019607843,35.11176470588235,44.627450980392155
2008,Indiana,42.79130434782609,38.68913043478261,47.22608695652174
2008,Iowa,31.84040404040404,27.26666666666667,37.01414141414141
2008,Kansas,41.37523809523809,34.24285714285714,49.90095238095238
2008,Kentucky,58.98083333333333,52.580000000000005,65.96833333333333
2008,Louisiana,60.9859375,55.7640625,66.5703125
2008,Maine,28.725,25.9375,31.725
2008,Maryland,32.5625,30.22083333333333,35.05833333333333
2008,Massachusetts,19.792857142857144,18.349999999999998,21.400000000000002
2008,Michigan,34.41927710843374,30.759036144578314,38.48192771084337
2008,Minnesota,28.94137931034483,24.942528735632184,33.49540229885057
2008,Mississippi,70.06951219512194,63.66463414634146,76.98902439024391
2008,Missouri,49.30956521739131,43.64782608695652,55.573043478260864
2008,Montana,34.5875,27.72142857142857,43.667857142857144
2008,Nebraska,29.559139784946236,22.55483870967742,39.23548387096774
2008,Nevada,44.65882352941176,37.78823529411765,53.317647058823525
2008,New Hampshire,21.2,19.21,23.28
2008,New Jersey,25.02857142857143,23.757142857142856,26.390476190476186
2008,New Mexico,62.76969696969697,56.275757575757574,70.26969696969697
2008,New York,25.608064516129033,23.611290322580647,27.758064516129032
2008,North Carolina,51.333,47.037,55.96
2008,North Dakota,29.78679245283019,22.79245283018868,39.14528301886792
2008,Ohio,40.320454545454545,37.13409090909091,43.71931818181818
2008,Oklahoma,63.210389610389605,56.46623376623376,70.612987012987
2008,Oregon,37.394444444444446,32.97777777777778,42.55555555555556
2008,Pennsylvania,29.22089552238806,26.750746268656716,31.92686567164179
2008,Rhode Island,18.36,17.06,19.759999999999998
2008,South Carolina,57.2695652173913,52.98260869565217,61.821739130434786
2008,South Dakota,38.38333333333333,31.063636363636363,47.52121212121212
2008,Tennessee,56.12105263157895,50.74421052631579,61.94631578947368
2008,Texas,66.76889763779528,58.73661417322835,76.28070866141732
2008,Utah,35.52068965517241,30.56206896551724,41.56551724137931
2008,Vermont,23.864285714285717,20.75,27.385714285714283
2008,Virginia,39.28345864661654,34.71954887218045,44.34812030075188
2008,Washington,39.05384615384615,35.34871794871795,43.212820512820514
2008,West Virginia,50.04909090909091,44.443636363636365,56.19090909090909
2008,Wisconsin,28.188888888888886,24.944444444444443,31.78194444444445
2008,Wyoming,42.339130434782604,36.52173913043478,48.98260869565217
2009,Alabama,52.73134328358209,48.12686567164179,57.67611940298508
2009,Alaska,47.512,39.72,57.056000000000004
2009,Arizona,59.373333333333335,55.78,63.20666666666667
2009,Arkansas,62.72,56.477333333333334,69.46133333333334
2009,California,35.494827586206895,32.93103448275862,38.36034482758621
2009,Colorado,38.9109375,32.403125,47.2078125
2009,Connecticut,17.85,16.8375,18.9
2009,Delaware,39.1,37.23333333333333,41.06666666666667
2009,District of Columbia,49.0,47.5,50.5
2009,Florida,49.29253731343283,45.419402985074626,53.419402985074626
2009,Georgia,58.07987421383648,52.07295597484277,64.64528301886793
2009,Hawaii,40.575,38.3,42.975
2009,Idaho,38.61818181818182,32.89090909090909,45.29772727272727
2009,Illinois,38.05882352941177,33.69509803921569,42.89509803921569
2009,Indiana,41.29673913043479,37.297826086956526,45.62065217391305
2009,Iowa,30.550505050505052,26.16363636363636,35.5040404040404
2009,Kansas,39.946666666666665,33.13428571428571,48.04761904761905
2009,Kentucky,57.32333333333334,51.0725,64.13416666666667
2009,Louisiana,58.721875,53.6140625,64.2140625
2009,Maine,27.55,24.83125,30.4875
2009,Maryland,30.558333333333334,28.320833333333336,32.9625
2009,Massachusetts,18.62857142857143,17.257142857142856,20.164285714285715
2009,Michigan,33.05783132530121,29.512048192771083,36.99518072289157
2009,Minnesota,27.660919540229884,23.82183908045977,32.0367816091954
2009,Mississippi,67.03658536585365,60.76341463414634,73.80000000000001
2009,Missouri,47.25826086956521,41.79565217391304,53.29826086956522
2009,Montana,33.56964285714286,26.994642857142857,42.158928571428575
2009,Nebraska,28.513978494623657,21.89032258064516,37.52258064516129
2009,Nevada,42.88235294117647,36.317647058823525,51.029411764705884
2009,New Hampshire,20.05,18.15,22.11
2009,New Jersey,23.495238095238093,22.25714285714286,24.785714285714285
2009,New Mexico,60.04545454545455,53.78787878787879,67.26666666666667
2009,New York,24.741935483870968,22.788709677419355,26.85483870967742
2009,North Carolina,48.47,44.336000000000006,52.923
2009,North Dakota,29.2377358490566,22.535849056603777,38.03584905660377
2009,Ohio,38.71477272727273,35.59431818181818,42.0375
2009,Oklahoma,61.23506493506494,54.687012987012984,68.42597402597403
2009,Oregon,35.75,31.511111111111113,40.69722222222222
2009,Pennsylvania,28.271641791044775,25.844776119402983,30.920895522388058
2009,Rhode Island,17.24,16.0,18.6
2009,South Carolina,54.24347826086956,50.084782608695654,58.665217391304346
2009,South Dakota,37.46212121212121,30.436363636363637,46.127272727272725
2009,Tennessee,53.62315789473684,48.41368421052632,59.26
2009,Texas,63.8755905511811,56.20826771653543,72.89960629921259
2009,Utah,33.90344827586207,29.179310344827588,39.55862068965517
2009,Vermont,23.042857142857144,20.021428571428572,26.435714285714287
2009,Virginia,37.31578947368421,32.94736842105263,42.18045112781955
2009,Washington,37.09230769230769,33.55641025641026,41.06666666666666
2009,West Virginia,49.338181818181816,43.82181818181818,55.372727272727275
2009,Wisconsin,26.88888888888889,23.74722222222222,30.36111111111111
2009,Wyoming,40.38260869565217,34.81304347826087,46.68695652173913
2010,Alabama,48.41044776119403,44.05671641791045,53.0910447761194
2010,Alaska,44.071999999999996,36.8,52.992
2010,Arizona,53.63333333333333,50.24666666666667,57.20666666666667
2010,Arkansas,58.05866666666666,52.13733333333334,64.46533333333333
2010,California,32.19655172413793,29.78965517241379,34.87241379310345
2010,Colorado,34.9671875,28.990625,42.5546875
2010,Connecticut,15.7875,14.825,16.7375
2010,Delaware,34.733333333333334,33.0,36.53333333333333
2010,District of Columbia,44.9,43.5,46.3
2010,Florida,44.45820895522388,40.84477611940299,48.332835820895525
2010,Georgia,52.733333333333334,47.11194968553459,58.903773584905665
2010,Hawaii,36.75,34.625,38.975
2010,Idaho,35.25,29.963636363636365,41.44318181818182
2010,Illinois,35.017647058823535,30.915686274509806,39.574509803921565
2010,Indiana,38.214130434782604,34.43586956521739,42.31195652173913
2010,Iowa,28.03030303030303,23.936363636363634,32.666666666666664
2010,Kansas,36.88952380952381,30.542857142857144,44.43523809523809
2010,Kentucky,53.40916666666667,47.486666666666665,59.880833333333335
2010,Louisiana,54.228125,49.378125,59.446875
2010,Maine,25.26875,22.7125,28.04375
2010,Maryland,27.45,25.3625,29.695833333333336
2010,Massachusetts,16.70714285714286,15.435714285714285,18.107142857142858
2010,Michigan,30.451807228915662,27.10843373493976,34.16385542168675
2010,Minnesota,25.3,21.705747126436783,29.39425287356322
2010,Mississippi,61.31707317073171,55.37926829268293,67.73414634146341
2010,Missouri,43.42434782608696,38.297391304347826,49.10434782608696
2010,Montana,31.208928571428572,25.0625,39.207142857142856
2010,Nebraska,26.363440860215057,20.24301075268817,34.64193548387097
2010,Nevada,39.44117647058823,33.33529411764706,47.00588235294118
2010,New Hampshire,18.15,16.39,20.080000000000002
2010,New Jersey,21.09047619047619,19.947619047619046,22.304761904761907
2010,New Mexico,54.95151515151515,49.084848484848486,61.736363636363635
2010,New York,22.9,21.048387096774192,24.898387096774194
2010,North Carolina,43.816,39.965,47.978
2010,North Dakota,27.477358490566036,21.20943396226415,35.64716981132075
2010,Ohio,35.617045454545455,32.679545454545455,38.75681818181818
2010,Oklahoma,56.753246753246756,50.579220779220776,63.541558441558436
2010,Oregon,32.65833333333333,28.71388888888889,37.31388888888889
2010,Pennsylvania,26.219402985074627,23.91044776119403,28.735820895522387
2010,Rhode Island,15.48,14.319999999999999,16.72
2010,South Carolina,49.189130434782605,45.2804347826087,53.356521739130436
2010,South Dakota,35.04848484848485,28.457575757575757,43.13636363636363
2010,Tennessee,49.16947368421053,44.28,54.47157894736842
2010,Texas,58.57007874015748,51.428346456692914,66.96102362204724
2010,Utah,30.879310344827587,26.53448275862069,36.07586206896552
2010,Vermont,21.235714285714288,18.385714285714283,24.442857142857143
2010,Virginia,33.984210526315785,29.906015037593985,38.52255639097744
2010,Washington,33.669230769230765,30.366666666666667,37.364102564102566
2010,West Virginia,46.519999999999996,41.24181818181818,52.30181818181818
2010,Wisconsin,24.49722222222222,21.556944444444444,27.762500000000003
2010,Wyoming,36.82608695652174,31.678260869565218,42.67391304347826
2011,Alabama,45.298507462686565,41.099999999999994,49.82238805970149
2011,Alaska,41.523999999999994,34.5,50.184
2011,Arizona,49.35333333333333,46.126666666666665,52.77333333333333
2011,Arkansas,54.704,48.976,60.92933333333333
2011,California,29.727586206896554,27.413793103448278,32.310344827586206
2011,Colorado,31.921875,26.290625,39.1625
2011,Connecticut,14.175,13.3,15.0875
2011,Delaware,31.566666666666663,29.933333333333334,33.266666666666666
2011,District of Columbia,41.2,39.8,42.6
2011,Florida,40.95671641791045,37.50149253731343,44.668656716417914
2011,Georgia,48.75094339622641,43.36289308176101,54.66540880503144
2011,Hawaii,33.725,31.7,35.825
2011,Idaho,32.768181818181816,27.729545454545452,38.69772727272727
2011,Illinois,32.80294117647059,28.84313725490196,37.205882352941174
2011,Indiana,36.017391304347825,32.36413043478261,39.97717391304348
2011,Iowa,26.157575757575756,22.235353535353536,30.61919191919192
2011,Kansas,34.62095238095238,28.51809523809524,41.89714285714285
2011,Kentucky,50.64,44.8975,56.92833333333333
2011,Louisiana,50.95625,46.24375,56.0140625
2011,Maine,23.6,21.1375,26.28125
2011,Maryland,25.083333333333332,23.108333333333334,27.212500000000002
2011,Massachusetts,15.192857142857141,13.97857142857143,16.514285714285712
2011,Michigan,28.575903614457832,25.359036144578315,32.169879518072285
2011,Minnesota,23.54597701149425,20.101149425287357,27.482758620689655
2011,Mississippi,56.96463414634147,51.24146341463415,63.17560975609756
2011,Missouri,40.64521739130435,35.72,46.12695652173913
2011,Montana,29.541071428571428,23.592857142857145,37.30357142857143
2011,Nebraska,24.829032258064515,18.95806451612903,32.7989247311828
2011,Nevada,36.98823529411764,31.11176470588235,44.28823529411765
2011,New Hampshire,16.77,15.05,18.580000000000002
2011,New Jersey,19.271428571428572,18.17142857142857,20.41904761904762
2011,New Mexico,51.054545454545455,45.418181818181814,57.627272727272725
2011,New York,21.559677419354838,19.759677419354837,23.490322580645163
2011,North Carolina,40.33,36.669000000000004,44.3
2011,North Dakota,26.275471698113204,20.21509433962264,34.18301886792453
2011,Ohio,33.38181818181818,30.557954545454546,36.419318181818184
2011,Oklahoma,53.40649350649351,47.46363636363636,59.95584415584416
2011,Oregon,30.375,26.555555555555557,34.849999999999994
2011,Pennsylvania,24.74776119402985,22.5044776119403,27.200000000000003
2011,Rhode Island,14.14,13.040000000000001,15.3
2011,South Carolina,45.37826086956522,41.63913043478261,49.373913043478254
2011,South Dakota,33.35606060606061,26.993939393939392,41.20454545454545
2011,Tennessee,45.95789473684211,41.27263157894737,51.07157894736842
2011,Texas,54.60472440944882,47.792125984251975,62.646062992125984
2011,Utah,28.606896551724137,24.47241379310345,33.52413793103448
2011,Vermont,19.885714285714283,17.164285714285715,22.964285714285715
2011,Virginia,31.524060150375938,27.62406015037594,35.874436090225565
2011,Washington,31.056410256410256,27.923076923076923,34.58717948717949
2011,West Virginia,44.525454545454544,39.36727272727273,50.18181818181818
2011,Wisconsin,22.67638888888889,19.870833333333334,25.816666666666666
2011,Wyoming,34.1695652173913,29.26521739130435,39.76521739130435
2012,Alabama,43.417910447761194,39.277611940298506,47.900000000000006
2012,Alaska,39.92,32.94,48.652
